defekt,prasklina,trhlina,ruptura,přerušení,roztržení,zlomenina
defekt,void,bublina,porozita,prázdné místo,díra
defekt,obecný,chybný,závada,chyba,poškození
defekt,studený spoj,studeňák,špatné zapájení,přepálená pájka,nesprávné pájení,nekvalitní spoj,špatné propojení
detektor,scintilátor,převaděč,transformátor záření,převaděč záření,scintilační panel,scintilační folie,zesilovač záření
detektor,detektor,snímač,snímací zařízení,detekční zařízení
detektor,detekční element,pixel,detektor,snímací element
elektronika,transformátor,trafo,trafák
elektronika,plošný spoj,dps,pcb,dpska,plošňák,deska plošných spojů,pcbčko
elektronika,dioda,ledka,LED,usměrňovač,svítící element,svítící prvek
elektronika,tranzistor,trand,JFET,FET,IGBT,výkonovej trand,NPN,PNP
elektronika,kondenzátor,kondík,kond,kapacitor
elektronika,rezistor,odpor
elektronika,mikroprocesor,mcu,čip,mcučko,cpu,cpučko,uP,mikro cpu
elektronika,piny,nožičky,piny čipu,vývody
elektronika,cívka,tlumivka,cívečka,induktor
elektronika,pájení,letování,připájení,přiletování,naletování
elektronika,klasické nožičky,THT,klasické vývody,vývody skrz desku,nožičky skrze desku
elektronika,smd,povrchová montáž,surface mounted device,smdčka,přímo na desku,povrchové piny
itinfrastruktura,firewall,zabezpečení přístupu,řízení přístupu,omezení portů,omezení připojení
itinfrastruktura,kabel,ethernetový kabel,propojovací kabel,šňůra,vedení
itinfrastruktura,cloud,vzdálené uložiště,vzdálený server,vzdálený PC,remote uložiště,remote server
itinfrastruktura,tagy,RFID,NFC,radiové čipy,bezdrátové čipy,bezdrátové značky,RF značky
itinfrastruktura,RPI,raspberry pi,malina,raspberíčko,RPIčko,raspberry
itinfrastruktura,monitor,display,displej,screen,plocha,monitoru,na displeji,na screenu,obrazovka
itinfrastruktura,server,hlavní počítač,centrální pc,centrální prostředí,centrální cloud
itinfrastruktura,notebook,laptop,ntb,přenosný počítač
itinfrastruktura,mobil,smartphone,telefon,mobilní telefon,foun,na mobilu,na telefonu,telefonem,mobilem
itinfrastruktura,myš,mouse,dvojklik,pravé tlačítko myši,levé tlačítko myši,připojení myši
itinfrastruktura,router,propojovač,switch,ústředna,rack s portama,reck s portama
itinfrastruktura,počítač,pc,kompl,compl,computer,kompjůtr
ittsoftware,hosting,provoz služby,hostování služby,zpřístupnění služby
ittsoftware,zdrojový kód,instrukce programu,struktura aplikace,dokumentace aplikace,oteřený kód pro změnu aplikace,možnost změny aplikace,možnost úprav aplikace,upravování UI,upravování UX,upravování uživatelského rozhraní
ittsoftware,browser,prohlížeč,webový prohlížeč,webový browser,chrome,firefox,brave,edge,explorer,web,zobrazení stránky,zobrazení webu,překladač html,interpret html
ittsoftware,backup,záloha,zálohování,kopie,zkopírování,zabezpečení dat,uschování dat,ochrana dat
ittsoftware,ransomware,šifrovací vir,zašifrování dat,vyděračský vir
ittsoftware,local,lokální uložiště,lokální pc,soukromý počítač,osobní počítač,osobní prostředí,tento počítač
ittsoftware,databáze,SQL,db,PostgreSQL,SQLite,MSSQL,mikrosoftí databázi,databázi od microsoftu,databázi od ms,relační databáze,historian databáze
ittsoftware,IoT,Internet of the Things,internet věcí,senzorika,MQTT,OPC UA,Publisher subscriber komunikace
ittsoftware,NFT,Non Fungible Token,NFTs,NFTčka,Token,nezaměnitelný token
ittsoftware,aplikace,apka,software,instance,služba
ittsoftware,FTP,File Transfer Protocol,Uložiště dat,sdílení dat,souborové uložiště dat
ittsoftware,IPFS,Inter Planetary File System,distribuované uložiště souborů,uložiště souborů,uložiště větších dat,uložiště obrázků,uložení snímků,sdílení snímk,sdílení obrázků
